id,texto,perfil,criado_em
1354222150362812427,"Governo Bolsonaro age “como os fariseus do tempo moderno”. Todos juntos pela fora Bolsonaro!!!
#conicimpeachment
#forabolsonaro
#vacinaja
#pandemia 
Padres, bispos e pastores protocolam pedido de impeachment de Bolsonaro - CartaCapital https://t.co/OYGzd3nRXz",fmagnus1,2021-01-27 00:18:15
1354221752189145088,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",JorgeOl56925488,2021-01-27 00:16:40
1354221665971036160,@Karibuxi Muitos anos de vida! #vacinajá,MariaDamaceno_,2021-01-27 00:16:20
1354221302391971842,"#StatusDoMomento : 

Louca pra tomar essa vacina aí 💉 . Aguardando NA FILA.

Furar fila é muito feio, crianças. É errado! Repassem esse ""bilete"", por favor.

#VacinaJa #VacinaEImpeachmentJa",masensibilite,2021-01-27 00:14:53
1354221016436899842,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",marceloyperion,2021-01-27 00:13:45
1354220940620681216,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",GatoConectado,2021-01-27 00:13:27
1354220933641351169,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",MaqueiM,2021-01-27 00:13:25
1354220891815763968,"O Estado de PE encaminhou para Salgueiro 450 doses da vacina AstraZeneca/Oxford a fim de vacinar os maiores de 85 anos, por  atendimento domiciliar ou agendamento nos postos de saúde. Secretaria de Saúde (87)3871-7081.
#VacinaJa #COVID19",barros_flavinho,2021-01-27 00:13:15
1354220747913371654,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",DandiCarvalho,2021-01-27 00:12:41
1354220538386919424,"RT @cosmicwolf_arts: ""Podemos fazer isso juntas, Fiocruz!""
Bom, me pediram pra fazer a continuação em tirinha e aqui está!
#TodosPelasVacin…",LetMosley,2021-01-27 00:11:51
1354220409902796807,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",marcio71910033,2021-01-27 00:11:20
1354220220160864256,"https://t.co/cYzUFcyRfO
#ministeriodasaude #ministériodasaúde #sistemaunicodesaude #sus #VacinaJa #VacinaEImpeachmentJa #VacinaParaTodos #VacinaDoButantan #vacinadarussia #paranaenses #saopaulosp #riodejaneiro #nordestebrasilerio #esperança #todasasvidasimportam #saudepublica #sp",jornale_,2021-01-27 00:10:35
1354220071594446848,"@jdoriajr Boaaaa! Porque meu marido, médico, ainda não conseguiu tomar a vacina no ABC Paulista.... #VacinaJa",moniquinhacg,2021-01-27 00:09:59
1354219847153045517,"RT @Mel_can_do_it: t came like a wreeeeeeeecking ball!

#VacinaJa #VacinaEImpeachmentJa #DefendaoSUS https://t.co/yqMr4hjITG",ricardojuchem,2021-01-27 00:09:06
1354219626264203265,"#JornalNacional #JornalDaCultura
#VacinaJa https://t.co/CljO6dHRXl",mathiasgeoadm,2021-01-27 00:08:13
1354219489034981377,"RT @xicograziano: É preciso rever posturas, pensar no coletivo. Falo por mim: no início menosprezei a desgraça do vírus. Parecia mais uma v…",Tonybauer3,2021-01-27 00:07:41
1354219288941506571,#VacinaJa  #DoriaTemQueCair  #DoriaMentiroso https://t.co/XG195IqUJB,mellschmidt,2021-01-27 00:06:53
1354219215390171139,RT @ChaosInBrazil: @ACupinj @JGouveaS @EdinhoPG12 @Kantunes3 @Poolwww1 @santos_uandra @Deusa_Hela_ @PatyLaCosta2 @ingrid_maria57 @SolangeOl…,KamiLeeSimons,2021-01-27 00:06:35
1354218529336262656,"RT @dogarrett: 3. Mantenha distância (mínimo 2 metros)
- Evite aglomerações, principalmente em lugares fechados.

Se todos seguirmos essas…",a_mosca_na_sopa,2021-01-27 00:03:52
1354218151840514050,"Contribuição da Ana Maria Braga para, daqui para frente, direcionarmos 15 Milhões para a Área de Saúde. 
#VacinaJá 
#VivaOSuS  https://t.co/YgUflIkp01",DorivalTita,2021-01-27 00:02:22
1354218045095350273,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",Panter77541948,2021-01-27 00:01:56
1354217919203454979,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",JoseAloiseBahia,2021-01-27 00:01:26
1354217685261938691,"Alow @STF_oficial @JornalOGlobo aqui no DF, o @Gov_DF vai arriscar.Usara 40 mil doses sem saber quando terão a 2a.dose.E priorizou TODOS prof.saude públicos e privados. #Atencao #VacinaJa",bia_souto2,2021-01-27 00:00:30
1354217533600051202,"#ImpeachmentSalvaVidas 
#ImpeachmentBolsonaroUrgente
#ImpeachmentBolsonaro
#NegacionismoMata 
#VacinaJa https://t.co/Gw0FfQhJmV",DeniseDelpupo,2021-01-26 23:59:54
1354217364762419203,"@SoniaBridi Várias pessoas que nem conheço e quando vejo essa imagem😊😁😃😄 Que alívio né.
Aqui cada dia um... e a gente vai levando.
#VacinaJa 
Para todos e gratuita.
Respeite e espere sua vez!",roatanasio,2021-01-26 23:59:14
1354216887568244737,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",will86,2021-01-26 23:57:20
1354216848397656065,"RT @dogarrett: 3. Mantenha distância (mínimo 2 metros)
- Evite aglomerações, principalmente em lugares fechados.

Se todos seguirmos essas…",Pittolzinha,2021-01-26 23:57:11
1354216689773277185,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",mapersil,2021-01-26 23:56:33
1354216509082656774,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",MarcosI25,2021-01-26 23:55:50
1354216505702051848,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",dnbednarski,2021-01-26 23:55:49
1354216490325696513,RT @pejota07: Agora sim #ImpeachmentBolsonaroUrgente #VacinaJa https://t.co/kaJ1HVYNrA,choronamilgrau,2021-01-26 23:55:46
1354216464715309061,Alô @metrosp_oficial está havendo acúmulo de água parada  na cobertura da estação vila prudente e em cima da caixa d’água no mesmo local. Em tempos de dengue.... https://t.co/w6XyTErlHP,VacinaJa,2021-01-26 23:55:39
1354216118043475968,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",ErisDea,2021-01-26 23:54:17
1354216114952302592,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",daros_rogerio,2021-01-26 23:54:16
1354215859221356547,"Enquanto isso o flamídia foi visitar o presidente genocida. Diferença entre um clube mundial para um clube ""grande"".
#VacinaJa 
#FueraBolsonaro 
#Bocabuenoamigo🇸🇪 https://t.co/vE8knVKiqO",VictorChavesC97,2021-01-26 23:53:15
1354215558674264069,"Aliás, pensando nisso, será que Guedes não está investindo no mercado funerário?
Dai tem lógica emperrar vacinas.
Qt mais morrer, melhor.
#ForaGuedes 
#ForaBolsonaroGenocida 
#VacinaJa 
#VacinaParaTodos 
#Economia 
#COVID19 https://t.co/61Ncj68Iwg",Critica_Nata,2021-01-26 23:52:03
1354215431435931653,"RT @MarlinaMark: Atuante na Saúde, meu pai, recebeu a vacina. Que todes possam ser imunizados. Que profissionais da Educação, sem distinção…",MihSteS,2021-01-26 23:51:33
1354215343531692035,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",porravanessa,2021-01-26 23:51:12
1354215260346085378,RT @ZGotinha_: Pobres dizendo que não tomarão a vacina e ricos furando a fila para tomar. Viu como é fácil para eles exterminar a parcela d…,Mimaamora,2021-01-26 23:50:52
1354215216482017280,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",LolaUteich,2021-01-26 23:50:42
1354215193845366784,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",mylifesux32,2021-01-26 23:50:36
1354215186043985920,"Lista de compras: 
Leite Condensado 
Batata Frita
Chiclete 
Refrigerante 
...
#VacinaJa 💉
#VacinaParaTodos 💉",AmelinhaJared,2021-01-26 23:50:35
1354215165697290240,"RT @Mel_can_do_it: t came like a wreeeeeeeecking ball!

#VacinaJa #VacinaEImpeachmentJa #DefendaoSUS https://t.co/yqMr4hjITG",hummor_10,2021-01-26 23:50:30
1354215078694891522,#VacinaJá,__mirand,2021-01-26 23:50:09
1354215006796206080,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",Jubazita,2021-01-26 23:49:52
1354214816567713796,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",elaneide,2021-01-26 23:49:07
1354214590276624384,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",RozUnderPressur,2021-01-26 23:48:13
1354214460119015432,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",_mill,2021-01-26 23:47:42
1354214444742684675,"RT @KarlaAlves30: Diz Que Não Vai Tomar A Vacina Não Vou Tomar A Vacina! 😂😂

#GuilhermeFontes #MaurícioMattar #AlexandreToledo #teo #Memes…",AlexandreT0led0,2021-01-26 23:47:38
1354214156438827013,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",danielmalaca,2021-01-26 23:46:29
1354214063463653377,"O @planalto e #incompetente do Guedes podem substituir o #chiclete e o #leitecondensado por extender o #auxilioemergencial .
Espero q agora o @RodrigoMaia , o @STF_oficial aceitem o #ImpeachmentBolsonaro #vacinaja  https://t.co/nmj638X2Kn",Gledes_Marques,2021-01-26 23:46:07
1354214030198583296,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",reisassis,2021-01-26 23:45:59
1354213995742449664,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",NacaNando,2021-01-26 23:45:51
1354213941879205895,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",SMuzitano,2021-01-26 23:45:38
1354213906902896653,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",cantafora,2021-01-26 23:45:30
1354213876871671808,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",bah_cagay,2021-01-26 23:45:22
1354213853102546945,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",rahnandes9,2021-01-26 23:45:17
1354213788736745475,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",interlinguas,2021-01-26 23:45:01
1354213736949624834,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",apsc_se,2021-01-26 23:44:49
1354213733564866561,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",mariannagraf,2021-01-26 23:44:48
1354213730893049860,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",farias_andrea,2021-01-26 23:44:48
1354213659568967689,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",ArmeniaSchultz,2021-01-26 23:44:31
1354213626152939520,"Que tragédia 🤦🏻‍♀️

#useMascara 
#Sosbrasil 
#BolsonaroGenocida 
#forabolsonaro 
#vacinaurgente 
#vacinaja https://t.co/iqeY69Mg2P",DeBBahia,2021-01-26 23:44:23
1354213626111004673,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",ernesto_salvio,2021-01-26 23:44:23
1354213585065562114,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",dju_chan,2021-01-26 23:44:13
1354213550915518471,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",Valdire71051513,2021-01-26 23:44:05
1354213540656271361,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",fisicafisica,2021-01-26 23:44:02
1354213527897202690,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",DondaOcs,2021-01-26 23:43:59
1354213371349000194,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",lolaescreva,2021-01-26 23:43:22
1354212726722224129,"MÁSCARAS NEOPRENE ATACADO: R$ 1,90 cada (300 pçs) #useMascara #MascaraSalva #VacinaJá #COVID19 #coronavirus #atacado #mascara #mascaras #mascaraneoprene #mascarasneoprene #mascaradeneoprene #mascarasdeneoprene #fabricademascaras #mascaraspersonalizadas #brindespersonalizados #sp https://t.co/1GlS3mmQXo",AggapBrasil,2021-01-26 23:40:48
1354210808742469639,RT @falacalmon: Orgulho de estar do lado certo da história! #ForaBolsonaroGenocida #VacinaJa https://t.co/MOrkyyKIwj,ogonferreiratw,2021-01-26 23:33:11
1354210192490188801,"RT @xicograziano: É preciso rever posturas, pensar no coletivo. Falo por mim: no início menosprezei a desgraça do vírus. Parecia mais uma v…",BheringPia,2021-01-26 23:30:44
1354209716528947200,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",JanaSCosta,2021-01-26 23:28:51
1354209695423213573,Acho interessante quem coloca foto de noiva/noivo no perfil 👰🏻🤵🏻‍♂️#vacinajá,AdvAleczandra,2021-01-26 23:28:46
1354209582697078786,"@jdoriajr Esta noite sonhei com uma pikadinha da coronaVac no meu braço 💉💉 😇
#VacinaJá",vacinaurgente,2021-01-26 23:28:19
1354209565068435460,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",AlexandreLulad1,2021-01-26 23:28:14
1354209496898428932,"RT @viniitj: Uma escolha muito difícil,número 977534686433...
#VacinaJa #VacinaEImpeachmentJa #coronavirus #COVID19 #ForaBolsonaro #ForaBol…",ericodc,2021-01-26 23:27:58
1354208908655603716,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",MiguelC10253349,2021-01-26 23:25:38
1354206496872144898,@jnflesch Opa já tô dentro #CORONAVAC #VACINAJA https://t.co/AlI4WGZb0S,Instameailtinho,2021-01-26 23:16:03
1354206480426266624,"Como trabalhador da saúde, tomei hoje a vacina contra o coronavirus. Imensa gratidão à ciência, órgãos de saúde, universidades e demais envolvidos, neste enfrentamento da pandemia e mais ainda, na acareação política e social, que tem sido mais desafiadora. #VacinaJa",jhowgay,2021-01-26 23:15:59
1354205863762927617,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",luizzasegredo,2021-01-26 23:13:32
1354205372152688644,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",ViviCris52,2021-01-26 23:11:35
1354205070058020868,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",Lopes_JorgeLuiz,2021-01-26 23:10:23
1354204726225743872,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",BLOGdoPEPE,2021-01-26 23:09:01
1354204418296709123,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",DilmaResiste,2021-01-26 23:07:47
1354204323132170244,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",PraJorge2,2021-01-26 23:07:25
1354204145302073344,"RT @cosmicwolf_arts: ""Podemos fazer isso juntas, Fiocruz!""
Bom, me pediram pra fazer a continuação em tirinha e aqui está!
#TodosPelasVacin…",danielkummel,2021-01-26 23:06:42
1354204098233561094,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",Roberto16824290,2021-01-26 23:06:31
1354203760214597632,"@VEJA @radaronline Mais uma vez agradeço o empenho do @MichelTemer no empenho para conseguir os insumos ... isso mostra como o @ItamaratyGovBr está aparelhado e incapaz de agir.

#ForaBolsonaro #ImpeachmentBolsonaro #VacinaJa #China",jonathas73,2021-01-26 23:05:10
1354203745501007879,"RT @viniitj: Parem de criticar o mito... o #leitecondensado era essencial para a defesa da soberania do Brasil ...
#ForaBolsonaro #ForaBols…",zembruskif,2021-01-26 23:05:07
1354203651074617344,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",evertontl,2021-01-26 23:04:44
1354202999233667084,"RT @renatosimoespt: #DesmentindoBolsonaro

Leite condensado + chiclete + batata frita de Bolsonaro =
662 mil doses de #VacinaJa 
65 mil ces…",bostanero,2021-01-26 23:02:09
1354202909244858369,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",rrlucena,2021-01-26 23:01:48
1354202623180754945,"RT @ptbrasil: Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vam…",magga_rocha,2021-01-26 23:00:39
1354202461192417280,"Presidenta do PT, @gleisi: ""Plenária de organização popular define calendário e orientação de lutas unificadas até março! Vamos organizar e participar em cada estado e município do país!"" #VacinaJá #RendaEmergencial #ForaBolsonaro

Confira o vídeo: https://t.co/J7zcWdoNDE",ptbrasil,2021-01-26 23:00:01
1354202142874218502,"Atuante na Saúde, meu pai, recebeu a vacina. Que todes possam ser imunizados. Que profissionais da Educação, sem distinção, sejam inseridos em grupos prioritários de vacinação, uma vez que saímos da retaguarda de sustenção educacional e passamos à linha de frente. 
#VacinaJa https://t.co/AN6IHQxrM4",MarlinaMark,2021-01-26 22:58:45
1354200945429721095,"RT @renatosimoespt: #DesmentindoBolsonaro

Leite condensado + chiclete + batata frita de Bolsonaro =
662 mil doses de #VacinaJa 
65 mil ces…",Lopes_JorgeLuiz,2021-01-26 22:53:59
1354200432621576196,"RT @renatosimoespt: #DesmentindoBolsonaro

Leite condensado + chiclete + batata frita de Bolsonaro =
662 mil doses de #VacinaJa 
65 mil ces…",CelioFarias07,2021-01-26 22:51:57
1354199700069625858,"RT @renatosimoespt: #DesmentindoBolsonaro

Leite condensado + chiclete + batata frita de Bolsonaro =
662 mil doses de #VacinaJa 
65 mil ces…",pensadorlouco,2021-01-26 22:49:02
1354199600329068550,"#DesmentindoBolsonaro

Leite condensado + chiclete + batata frita de Bolsonaro =
662 mil doses de #VacinaJa 
65 mil cestas básicas
61 mil cilindros de oxigênio
57 mil parcelas do #auxilioemergencial 

#VacinaEImpeachmentJa 
#ForaBolsonaro https://t.co/YSQD09NZaQ",renatosimoespt,2021-01-26 22:48:39
1354199533148921858,"RT @viniitj: Parem de criticar o mito... o #leitecondensado era essencial para a defesa da soberania do Brasil ...
#ForaBolsonaro #ForaBols…",NeusaMCBarrett,2021-01-26 22:48:23
1354199511925747713,"RT @Viniciu25449338: Brasileiros se encontrando na saída do postinho depois de vacinar:
#BBB2021 #VacinaJa https://t.co/1n8TFP9bqZ",isaadoraeloy_,2021-01-26 22:48:18
1354199474344775681,"RT @ectro_: Vocês tão ligados que o Dória, além de presidente em exercício, é tipo ministro da saúde em exercício também, né? #TamoJuntoDor…",VLuz17,2021-01-26 22:48:09
1354199442912653312,"@CallisPaula @faiper @jdoriajr @WanmingYang Precisamos agir racionalmente.
Precisamos que nosso povo se vacine. Importante para que nossa economia reaja.
Precisamos que a vida retome uma rotina em que encontros não sejam temidos....  ou vamos ficar doidos!
Não podemos tirar o mérito do Dória nesse quesito.

#VacinaJa",PirotecnicoZ,2021-01-26 22:48:01
1354199061562347543,"RT @KarlaAlves30: Diz Que Não Vai Tomar A Vacina Não Vou Tomar A Vacina! 😂😂

#GuilhermeFontes #MaurícioMattar #AlexandreToledo #teo #Memes…",KarlaAlves30,2021-01-26 22:46:30
1354199038296518660,"E tome FAKE NEWS!!!!!!!!!
A especialidade desse desPresidente!

#VacinaJa #COVIDー19 #DesmentindoBolsonaro #ImpeachmentBolsonaroUrgente https://t.co/PSUsjEz9qS",GiovanniTDC,2021-01-26 22:46:25
1354199012447019010,"Diz Que Não Vai Tomar A Vacina Não Vou Tomar A Vacina! 😂😂

#GuilhermeFontes #MaurícioMattar #AlexandreToledo #teo #Memes #novela #AViagem #coronavirus #AViagemNoVIVA #TV #RedeGlobo #Globo #Memes2021 #CanalViva #Vacina #Engraçado #VacinaJa #meme #Perfeitos #AmorDeFã https://t.co/NTywtlnhmO",KarlaAlves30,2021-01-26 22:46:19
1354198984462577664,"RT @cosmicwolf_arts: ""Podemos fazer isso juntas, Fiocruz!""
Bom, me pediram pra fazer a continuação em tirinha e aqui está!
#TodosPelasVacin…",cibele_88,2021-01-26 22:46:12
1354198814043856902,#VacinaJa  ❤️😍 #BolsonaroGenocida  #VacinaEImpeachmentJa https://t.co/WBgZ6Zl7NX,Well_gomm,2021-01-26 22:45:31
1354198744758157322,"Mas o ""Brasil tá ótimo!!"", ""a economia tá muito boa!!""

#VacinaJa #DesmentindoBolsonaro #ImpeachmentBolsonaroUrgente #Covid_19 https://t.co/Gc147ddcm3",GiovanniTDC,2021-01-26 22:45:15
1354198733823553537,Polícia investiga desvio de vacinas e desrespeito a prioridades no Rio | Agência Brasil https://t.co/nvZaboqODI #desrespeito #prioridades #idosos #RiodeJaneiro #desvio #VacinaJa,GKellyGBernardo,2021-01-26 22:45:12
1354198348346122241,"RT @77_frota: Não dói, não machuca , vc não morre e não vira jacaré.  Tome a vacina . #frota #VacinaJa https://t.co/zmdVirTkWl",Fanzbrasil,2021-01-26 22:43:40
1354198314602950660,"RT @xicograziano: É preciso rever posturas, pensar no coletivo. Falo por mim: no início menosprezei a desgraça do vírus. Parecia mais uma v…",GgGgitrn,2021-01-26 22:43:32
1354197926940209157,"#VacinaJa 
#VacinaParaTodos 💉💉💉 Pessoal, vamos gritar pelas vacinas. Não podemos aceitar sem lutar o que esse Desgoverno está impondo a população. É DEVER DO ESTADO GARANTIR A SAÚDE DA POPULAÇÃO. #EuQueroVacina https://t.co/mLXrtMUHIW",valcris15011791,2021-01-26 22:42:00
1354197674145296393,"Minha tia, que trabalha na linha de frente contra a COVID-19, acabou de dizer no grupo da família que ela foi vacinada 😭❤️ vocês não tem noção da emoção que eu tô! Deus é fiel! 🙏🏼❤️🙌🏼 #VacinaParaTodos #VacinaJá #SUS",biamonteirob,2021-01-26 22:40:59
1354197335350386698,"RT @LairaGVieira: Novo mascote: Jaca Injeçãozinha  😂😂😂
Louca de vontade de virar um jacaré!
#VacinaJa 
#VacinaParaTodos 
#DefendaOSUS https…",diogomleite,2021-01-26 22:39:39
1354197016335802375,"quando que vão fechar o Rio de Janeiro de novo? os casos subindo, e a gente parece que tá assistindo ao mesmo filme do ano passado...

#alertaCovid #DistanciamientoSocial #lockdown2021 #VacinaParaTodos #VacinaJa",lorenallori,2021-01-26 22:38:23
1354196899415412737,"t came like a wreeeeeeeecking ball!

#VacinaJa #VacinaEImpeachmentJa #DefendaoSUS https://t.co/yqMr4hjITG",Mel_can_do_it,2021-01-26 22:37:55
1354196702731841540,"O governo Bolsonaro gastou R$ 1 milhão em ALFAFA.
Quando a piada já vem pronta.

#Bolsonaro #leitecondensado #VacinaJa",benhurdududutra,2021-01-26 22:37:08
1354196680216895489,"A última do desPresidente: sem provas, põe em dúvida número de mortos por covid-19.

https://t.co/Jmf8yLZQ0q

#VacinaJa #Covid_19 #DesmentindoBolsonaro #ImpeachmentBolsonaroUrgente https://t.co/sRUYJtsxLl",GiovanniTDC,2021-01-26 22:37:02
1354196591855493124,"Minha sogra me disse : não toma a vacina de #covid não, vai saber o que tem nela!
.
.
Eu : vivo a base de salsicha, empanado de frango e miojo, vou la ter medo de toma a vacina contra a #covid19
.
#VacinaJa #CovidVaccine",magiaeemlivros,2021-01-26 22:36:41
1354196443515543552,Agora sim #ImpeachmentBolsonaroUrgente #VacinaJa https://t.co/kaJ1HVYNrA,pejota07,2021-01-26 22:36:06
1354195441378881538,"RT @cosmicwolf_arts: ""Podemos fazer isso juntas, Fiocruz!""
Bom, me pediram pra fazer a continuação em tirinha e aqui está!
#TodosPelasVacin…",mrcbueno,2021-01-26 22:32:07
1354195310801776645,"@jairbolsonaro gastou 15 milhões na compra de leite condensado. Não queria comprar vacina pq achava caro, mas leitinho com Cloroquina parece ser coerente pra o 🦬🐮🐂🐃🐄 e suas tetas. #leitecondensado #coronavirus #VacinaJa #prioridades #BolsonaroNuncaMais https://t.co/CUOOxV8HVK",Helhrs,2021-01-26 22:31:36
1354195109802369031,"Serei deselegante. Esquerda cretina @g1 #GloboNews #globo #OAB e demais privadas do pensamento globalista esgotário. “a #VacinaJa “ depende da autarquia, administração indireta que ñ possui hierarquia com a administração direta (união) quem aprova essa merda é #Anvisa porra!! https://t.co/qY33UrdR04",EloiDuarte1,2021-01-26 22:30:48
